Business Name,Phone,Website,Address,Rating,Reviews,Category,Google Maps URL,Threat Level
Pool Renovations By Alan,(210) 409-4035,https://poolrenovationsbyalan.com/,"908 S Main St, Boerne, TX 78006",4.6,32,Swimming pool contractor,https://www.google.com/maps/search/?api=1&query=Pool%20Renovations%20By%20Alan&query_place_id=ChIJ9Z3gtyVgXIYRcP1hML2RT8g,Medium
Mission Custom Pools,(210) 722-6676,https://www.missioncustompools.com/,"4640 S Flores Rd, Elmendorf, TX 78112",4.9,32,Swimming pool contractor,https://www.google.com/maps/search/?api=1&query=Mission%20Custom%20Pools&query_place_id=ChIJb2xSM2L8XIYRTC47XjArOFA,Medium
Athena Pools,(512) 914-0554,http://www.athenapools.com/,"1206 Cullen Ave, Austin, TX 78757",4.9,32,Swimming pool contractor,https://www.google.com/maps/search/?api=1&query=Athena%20Pools&query_place_id=ChIJVVVVVcE2W4YRXI38C6a98WA,Medium
ACE Fiberglass Pool & Patio,(210) 307-9866,http://www.acefiberglasspoolandpatio.com/,"5635 FM471, Rio Medina, TX 78066",4.3,31,Swimming pool contractor,https://www.google.com/maps/search/?api=1&query=ACE%20Fiberglass%20Pool%20%26%20Patio&query_place_id=ChIJMbYeUMA_XIYRqKarqXz1M8I,Medium
Custom Pools by Reynolds,(830) 779-3366,https://www.reynoldspools.com/,"101 S Pkwy Dr E, La Vernia, TX 78121",4.8,27,Swimming pool contractor,https://www.google.com/maps/search/?api=1&query=Custom%20Pools%20by%20Reynolds&query_place_id=ChIJt3lxqKNhXIYRgVHV0D4-mzk,Medium
Fusion Pool Service,(210) 632-5990,https://fusionpoolservice.com/,"428 W Nakoma St, San Antonio, TX 78216",4.2,26,Pool cleaning service,https://www.google.com/maps/search/?api=1&query=Fusion%20Pool%20Service&query_place_id=ChIJfZvX4f-JXIYRjOjM0ukrbg4,Medium
Water Rock Custom Pools & Outdoor Living,(210) 473-8436,http://www.sanantoniooutdoorliving.net/,"13620 NW Military Hwy #203 suite 5, San Antonio, TX 78231",4.3,24,Swimming pool contractor,https://www.google.com/maps/search/?api=1&query=Water%20Rock%20Custom%20Pools%20%26%20Outdoor%20Living&query_place_id=ChIJKSdeTJmKXIYRcCUGW99-tQk,Medium
Paradise Services Pool & Spa,(210) 920-6003,http://paradisepoolssanantonio.com/,"19179 Blanco Rd suite 105-467, San Antonio, TX 78258",5,22,Pool cleaning service,https://www.google.com/maps/search/?api=1&query=Paradise%20Services%20Pool%20%26%20Spa&query_place_id=ChIJlaDnRztiXIYRJEY04KGMAf4,Medium
Wicked Pool Guys,(830) 625-7946,https://www.wickedpoolguys.com/,"7150 I 35 N Frontage Rd, New Braunfels, TX 78130",4.1,22,Swimming pool contractor,https://www.google.com/maps/search/?api=1&query=Wicked%20Pool%20Guys&query_place_id=ChIJCQf6k6KlXIYRqK9j7ra5qoU,Medium
Premier Pools & Spas | San Antonio South,(726) 223-3002,https://premierpoolsandspas.com/pool-builders/texas/south-san-antonio/,"1435 FM471, Castroville, TX 78009",5,21,Swimming pool contractor,https://www.google.com/maps/search/?api=1&query=Premier%20Pools%20%26%20Spas%20%7C%20San%20Antonio%20South&query_place_id=ChIJBRlPZPQA2GIRd_mNeTtAb9Y,Medium
Darnell Pools,(512) 592-9030,https://www.darnellpools.com/,"12600 Hill Country Blvd Ste. R130 #5134, Austin, TX 78738",4.8,21,Swimming pool contractor,https://www.google.com/maps/search/?api=1&query=Darnell%20Pools&query_place_id=ChIJoa9hOcoLO04R4EIioPtUvS4,Medium
Concierge Pool Builders LLC,(210) 998-1571,https://www.myconciergepools.com/,"18756 Stone Oak Pkwy STE. 200, San Antonio, TX 78258",5,20,Swimming pool contractor,https://www.google.com/maps/search/?api=1&query=Concierge%20Pool%20Builders%20LLC&query_place_id=ChIJORQ3LSaJXIYRp4OKm0_gRLw,Medium
Element Pool Company,(210) 201-5197,http://www.elementpoolcompany.com/,"175 Borgfeld Dr, San Antonio, TX 78260",5,19,Swimming pool contractor,https://www.google.com/maps/search/?api=1&query=Element%20Pool%20Company&query_place_id=ChIJhVjcTnp9XIYRYhbyCO5pPYw,Medium
Creekside Custom Pools,(210) 380-4218,https://www.creeksidecustompools.com/,"16106 University Oak, San Antonio, TX 78249",5,19,Swimming pool contractor,https://www.google.com/maps/search/?api=1&query=Creekside%20Custom%20Pools&query_place_id=ChIJccxuyh5lXIYRpVzYqNmBlNI,Medium
Four Seasons Pool Service,(210) 381-5333,http://www.goforaswim.net/,"1707 Brush Creek Dr, San Antonio, TX 78248",4.5,19,Swimming pool contractor,https://www.google.com/maps/search/?api=1&query=Four%20Seasons%20Pool%20Service&query_place_id=ChIJgdgB3JhhXIYR_GvqPTLyYYc,Medium
Dive In Pool Services,(210) 556-1486,http://www.diveinpooltx.com/,"9906 San Pedro Ave, San Antonio, TX 78216",4.8,19,Swimming pool contractor,https://www.google.com/maps/search/?api=1&query=Dive%20In%20Pool%20Services&query_place_id=ChIJiVKo7lBgXIYRupDEw7WrJn0,Medium
"Copano Pools and Spas LLC, San Antonio, Texas",(210) 240-0610,https://copanopools.com/,"1777 NE Interstate 410 Loop Suite 600, San Antonio, TX 78217",5,18,Swimming pool contractor,https://www.google.com/maps/search/?api=1&query=Copano%20Pools%20and%20Spas%20LLC%2C%20San%20Antonio%2C%20Texas&query_place_id=ChIJk1Zy74_1XIYRdC0W4Q7a9S4,Medium
J. Oliver Custom Pools and Design,(830) 244-7665,https://www.joliverpools.com/,"717 Cross Oak, New Braunfels, TX 78132",5,17,Swimming pool contractor,https://www.google.com/maps/search/?api=1&query=J.%20Oliver%20Custom%20Pools%20and%20Design&query_place_id=ChIJO6GuY5k1NaoRI1WQyHC1o3I,Medium
Alamo Pools Of Texas,(726) 999-2602,https://www.alamopoolsoftexas.com/,"2638 Rigsby Ave, San Antonio, TX 78222",4.8,16,Swimming pool contractor,https://www.google.com/maps/search/?api=1&query=Alamo%20Pools%20Of%20Texas&query_place_id=ChIJIb7-YoP3XIYRshKgtRva_S4,Medium
Luxury Pools & Backyards,(210) 440-9398,http://www.luxurypoolsandbackyards.com/,"28120 U.S. Hwy 281 N #103, San Antonio, TX 78260",4.8,16,Swimming pool contractor,https://www.google.com/maps/search/?api=1&query=Luxury%20Pools%20%26%20Backyards&query_place_id=ChIJ_zx7GtKHXIYR1z4j9NKDw8w,Medium
Miramar Pools,(830) 331-2092,http://www.miramarpool.com/,"508 Johns Rd, Boerne, TX 78006",4.3,16,Swimming pool contractor,https://www.google.com/maps/search/?api=1&query=Miramar%20Pools&query_place_id=ChIJ56A4LD53XIYRdelHPKbslaY,Medium
Pool John Swimming Pool Repair,(210) 342-3051,https://pool-service.advenboost.com/,"362 Ave Maria Dr, San Antonio, TX 78216",5,15,Swimming pool contractor,https://www.google.com/maps/search/?api=1&query=Pool%20John%20Swimming%20Pool%20Repair&query_place_id=ChIJ1wsSIOpfXIYRz1tZi5xBsKg,Medium
Fiberglass pool pros llc,(469) 289-7522,https://bit.ly/3rMmWpx,"1912 E William Cannon Dr, Austin, TX 78744",5,15,Swimming pool repair service,https://www.google.com/maps/search/?api=1&query=Fiberglass%20pool%20pros%20llc&query_place_id=ChIJN2JPi4uzRIYRUphDlyljLEs,Medium
Canyon Creek Pools Inc,(830) 981-5146,http://www.canyoncreekpools.com/,"28890 I-10, Boerne, TX 78006",5,15,Swimming pool contractor,https://www.google.com/maps/search/?api=1&query=Canyon%20Creek%20Pools%20Inc&query_place_id=ChIJVwscAmVwXIYRTTApOHwk9y0,Medium
"The Pool House, Ltd.",(210) 697-6300,https://poolhousesa.com/,"4171 Sleepy Hollow St, San Antonio, TX 78230",2.9,14,Swimming pool contractor,https://www.google.com/maps/search/?api=1&query=The%20Pool%20House%2C%20Ltd.&query_place_id=ChIJVVURLNRgXIYRA1s3lxDn8RI,Low
Bode Pools,(210) 378-3697,https://www.bodepools.com/,"8798 FM 775, La Vernia, TX 78121",4.1,14,Swimming pool contractor,https://www.google.com/maps/search/?api=1&query=Bode%20Pools&query_place_id=ChIJPY4Yot7mXIYR-Hv05zRqlf0,Medium
Laden Pools LLC,(210) 732-2521,https://ladenpools.net/,"1234 W Olmos Dr, San Antonio, TX 78201",4.5,13,Swimming pool contractor,https://www.google.com/maps/search/?api=1&query=Laden%20Pools%20LLC&query_place_id=ChIJwQUMRqZfXIYRCiarC8p0Bf8,Medium
Sharpe Pools,(210) 822-5620,https://sharpepools.com/,"3023 Nacogdoches Rd, San Antonio, TX 78217",5,11,Swimming pool contractor,https://www.google.com/maps/search/?api=1&query=Sharpe%20Pools&query_place_id=ChIJLSCxACqLXIYR5g8cxWhoH8w,Medium
Silver Oaks Pools,(210) 314-5040,https://www.silveroakspools.com/,"8627 Cinnamon Creek Dr Ste 302, San Antonio, TX 78240",5,11,Swimming pool contractor,https://www.google.com/maps/search/?api=1&query=Silver%20Oaks%20Pools&query_place_id=ChIJnyIwRapnXIYRbMgWBI1327E,Medium
Avree Custom Pools,(830) 219-4265,https://avreecustompools.com/?utm_source=GMB&utm_medium=organic&utm_campaign=spring,"19851 TX-46 Suite 104, Spring Branch, TX 78070",5,11,Swimming pool contractor,https://www.google.com/maps/search/?api=1&query=Avree%20Custom%20Pools&query_place_id=ChIJe5Lx7MKHXIYRy8e7KK4cEXE,Medium
Palm Pool Builders,(726) 224-4661,https://palmpoolbuilders.com/san-antonio-pool-builders,"1308 W Point Ave, San Antonio, TX 78201",4.9,10,Swimming pool contractor,https://www.google.com/maps/search/?api=1&query=Palm%20Pool%20Builders&query_place_id=ChIJpZkn0D1fXIYRmTgB7vqsDdY,Medium
San Antonio Pool Management,(210) 822-8100,https://www.sanantonio-pmg.com/,"121 Interpark Blvd #405, San Antonio, TX 78216",3.7,10,Swimming pool repair service,https://www.google.com/maps/search/?api=1&query=San%20Antonio%20Pool%20Management&query_place_id=ChIJjXSFbY1oXIYRPzkWRoYxB3w,Low
Texas Fiberglass Pools Inc.,(512) 944-0257,https://texasfiberglasspools.com/san-antonio/,"7550 I-10 Suite 800-078, San Antonio, TX 78229",5,9,Swimming pool contractor,https://www.google.com/maps/search/?api=1&query=Texas%20Fiberglass%20Pools%20Inc.&query_place_id=ChIJ31AY4dNfXIYRxwZchbE2IXg,Medium
Blue Pool Renovations,(737) 228-6463,http://bluepoolrenovations.com/,"11130 Jollyville Rd Suite 303B, Austin, TX 78759",5,8,Swimming pool contractor,https://www.google.com/maps/search/?api=1&query=Blue%20Pool%20Renovations&query_place_id=ChIJRQSmb4dNW4YREdbqxdiT39M,Medium
Gabriels Pool Service (GPS),(210) 778-7770,http://gabrielspoolservicegps.godaddysites.com/,"623 Clearview Dr, San Antonio, TX 78228",4.5,8,Pool cleaning service,https://www.google.com/maps/search/?api=1&query=Gabriels%20Pool%20Service%20(GPS)&query_place_id=ChIJ8_t9RqFfXIYRdb_Ye18mp28,Medium
Warren Pools,(210) 340-3529,http://www.warrenpools.com/,"14439 NW Military Hwy suite 108-510, San Antonio, TX 78231",4.4,7,Swimming pool contractor,https://www.google.com/maps/search/?api=1&query=Warren%20Pools&query_place_id=ChIJvRX5e-VhXIYReUS8DvrjNhM,Medium
Pool Refresh Texas,(210) 822-5620,https://poolrefreshtexas.com/,"3023 Nacogdoches Rd, San Antonio, TX 78217",5,6,Swimming pool contractor,https://www.google.com/maps/search/?api=1&query=Pool%20Refresh%20Texas&query_place_id=ChIJ5bxB972LXIYRovx7Mfv4rT8,Medium
Stronghold Pool Solutions LLC,(210) 570-5820,http://www.strongholdpools.com/,"11703 Huebner Rd ste 106-475, San Antonio, TX 78230",4.5,6,Swimming pool contractor,https://www.google.com/maps/search/?api=1&query=Stronghold%20Pool%20Solutions%20LLC&query_place_id=ChIJu-nNsi5nXIYRbsiodAeumwQ,Medium
Pools Unlimited,(830) 980-5051,https://poolsunlimitedinctx.hibuwebsites.com/,"33145 Stahl Ln, Bulverde, TX 78163",5,6,Swimming pool contractor,https://www.google.com/maps/search/?api=1&query=Pools%20Unlimited&query_place_id=ChIJC1JMzLmGXIYRUf2q8ecZqBI,Medium
Austin Pool Builders,(888) 790-7665,https://austinpoolbuilders.net/,"98 San Jacinto Blvd 4th floor, Austin, TX 78701",5,5,Swimming pool contractor,https://www.google.com/maps/search/?api=1&query=Austin%20Pool%20Builders&query_place_id=ChIJ-ZNPnve1RIYRk17GclXIfC8,Medium
Big Sur Pool Co.,(210) 389-6100,http://www.bigsurpools.com/,"502 E Borgfeld Dr Suite 206, San Antonio, TX 78260",5,5,Swimming pool contractor,https://www.google.com/maps/search/?api=1&query=Big%20Sur%20Pool%20Co.&query_place_id=ChIJs0jMjY8qE48R3p5JNJIcpzo,Medium
Texas Maravilla’s Pools and Patios LLC,(210) 462-3036,,"3518 Candlehead Ln, San Antonio, TX 78244",5,5,Swimming pool contractor,https://www.google.com/maps/search/?api=1&query=Texas%20Maravilla%E2%80%99s%20Pools%20and%20Patios%20LLC&query_place_id=ChIJi4rTo2NZXIYR1xDsuFI707Q,Medium
Staycation Fiberglass Pools New Braunfels,(210) 293-1205,https://www.staycationfiberglasspools.com/,"2090 I 35 N Frontage Rd Suite 5109, New Braunfels, TX 78130",4.2,5,Swimming pool contractor,https://www.google.com/maps/search/?api=1&query=Staycation%20Fiberglass%20Pools%20New%20Braunfels&query_place_id=ChIJ4wbZ2z69XIYR7sK7UwhFaFQ,Medium
"Mr. Pool Guy, LLC",(210) 393-5666,https://mrpoolguy2011.com/,"11852 Nacogdoches Rd, San Antonio, TX 78217",3,4,Swimming pool,https://www.google.com/maps/search/?api=1&query=Mr.%20Pool%20Guy%2C%20LLC&query_place_id=ChIJBU3OafeLXIYR7X9kN88oQpY,Low
CORONA GUNITE,(210) 303-9070,http://coronagunitesa.com/,"17460 I-35 N STE 430-302, Schertz, TX 78154",4.8,4,Swimming pool contractor,https://www.google.com/maps/search/?api=1&query=CORONA%20GUNITE&query_place_id=ChIJ1QtxP0OTXIYR0gCB1JKgObY,Medium
Platinum Custom Pools,(210) 520-1200,,"7515 Grissom Rd, San Antonio, TX 78251",3.7,3,Swimming pool contractor,https://www.google.com/maps/search/?api=1&query=Platinum%20Custom%20Pools&query_place_id=ChIJbahswBVdXIYRhjTAa3SJbr0,Low
Sensational Pools,(210) 636-7719,,"5309 Wurzbach Rd Tower 100 Ste. 200-6, San Antonio, TX 78238",5,2,Swimming pool contractor,https://www.google.com/maps/search/?api=1&query=Sensational%20Pools&query_place_id=ChIJ62W47gBdXIYRKS5EwN5mnOQ,Medium
Pool Services San Antonio - SA Pool Service,(877) 469-3240,https://www.poolservicesanantonio.us/,"115 E Travis St, San Antonio, TX 78205",1,1,Swimming pool repair service,https://www.google.com/maps/search/?api=1&query=Pool%20Services%20San%20Antonio%20-%20SA%20Pool%20Service&query_place_id=ChIJsUws1lVfXIYRUM3_aE6blOc,Low
NucoS Pools - Commercial Swimming Pool Contractor,(210) 822-3620,https://nucospools.com/,"3023 Nacogdoches Rd, San Antonio, TX 78217",5,1,Swimming pool contractor,https://www.google.com/maps/search/?api=1&query=NucoS%20Pools%20-%20Commercial%20Swimming%20Pool%20Contractor&query_place_id=ChIJmT7DXYFDR6QR870-Mfv0Wco,Medium
Mikes pool renovations,(210) 209-7093,,"127 Park Plaza, San Antonio, TX 78237",4,1,Swimming pool contractor,https://www.google.com/maps/search/?api=1&query=Mikes%20pool%20renovations&query_place_id=ChIJ3-631muslg8R6wGfikuVN2E,Medium
Brad Sharpe Pools,(210) 822-3620,,"250 Rockhill Dr, San Antonio, TX 78209",1,1,Swimming pool contractor,https://www.google.com/maps/search/?api=1&query=Brad%20Sharpe%20Pools&query_place_id=ChIJmXf2IyX1XIYRhpJ8yNXEfvQ,Low
Four Seasons Pools & Spas,(210) 680-0888,,"8940 Fourwinds Dr Suite 202, Windcrest, TX 78239",5,1,Swimming pool contractor,https://www.google.com/maps/search/?api=1&query=Four%20Seasons%20Pools%20%26%20Spas&query_place_id=ChIJk-q-pxrzXIYRwBTT8xNJkWU,Medium
FORMULA POOLS & SPA,(210) 442-5359,,"21810 Broken Elm, San Antonio, TX 78259",5,1,Swimming pool contractor,https://www.google.com/maps/search/?api=1&query=FORMULA%20POOLS%20%26%20SPA&query_place_id=ChIJgfg8gKCJXIYRR2x85gHbBBg,Medium
The Austin Poolbuilders,,https://theaustinpoolbuilders.com/,"600 Congress Ave., Austin, TX 78701",0,0,Swimming pool contractor,https://www.google.com/maps/search/?api=1&query=The%20Austin%20Poolbuilders&query_place_id=ChIJZSiQbgC1RIYRm-Y3rP7MBoo,Low
"Gryco, Inc - Commercial Swimming Pools",(210) 451-0055,https://www.gryco.com/,"608 Sandau Rd, San Antonio, TX 78216",0,0,Swimming pool contractor,https://www.google.com/maps/search/?api=1&query=Gryco%2C%20Inc%20-%20Commercial%20Swimming%20Pools&query_place_id=ChIJQenKIx9gXIYRSSrUD_6agjU,Low
Proline Pools,(210) 341-6430,http://www.prolinepoolstx.com/,"4725 College Park ste 200, San Antonio, TX 78249",0,0,Swimming pool contractor,https://www.google.com/maps/search/?api=1&query=Proline%20Pools&query_place_id=ChIJoy9rmJlnXIYRXDFZtJTWeIQ,Low
Pool Solutions,(210) 680-1000,,"8926 Rich Quail, San Antonio, TX 78251",0,0,Swimming pool contractor,https://www.google.com/maps/search/?api=1&query=Pool%20Solutions&query_place_id=ChIJyd_XvdJcXIYRHS3h0Ajaw2Y,Low
